time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-08T14:54:49.870Z,17.926,-66.7855,16,2.51,md,7,230,0.1058,0.28,pr,pr2020068036,2020-03-08T17:54:58.316Z,"8km SSE of Indios, Puerto Rico",earthquake,2.12,1.02,0.18,7,reviewed,pr,pr
2020-03-08T13:56:58.884Z,-38.1598,175.9901,211.09,4.5,mb,,67,0.576,0.71,us,us60008c2i,2020-03-08T19:47:37.619Z,"13km NE of Tokoroa, New Zealand",earthquake,7.5,5.6,0.144,14,reviewed,us,us
2020-03-08T13:32:27.400Z,17.8945,-66.9538,6,2.83,md,8,242,0.1098,0.1,pr,pr2020068032,2020-03-08T15:31:40.040Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.89,0.41,0.18,4,reviewed,pr,pr
2020-03-08T13:26:37.960Z,19.3481667,-155.0408333,4.56,2.78,ml,60,187,0.06293,0.13,hv,hv71417277,2020-03-10T15:37:45.995Z,"17km S of Fern Acres, Hawaii",earthquake,0.39,0.46,0.146,34,reviewed,hv,hv
2020-03-08T13:16:41.396Z,-19.7513,-177.5203,538.8,4.4,mb,,94,4.645,0.64,us,us60008c2b,2020-03-08T14:29:37.040Z,"158km NE of Ndoi Island, Fiji",earthquake,12.4,7.6,0.04,177,reviewed,us,us
2020-03-08T13:16:18.870Z,17.9415,-66.847,18,2.71,md,8,219,0.0465,0.08,pr,pr2020068033,2020-03-08T17:53:07.525Z,"6km SSW of Indios, Puerto Rico",earthquake,1.23,0.5,0.38,5,reviewed,pr,pr
2020-03-08T13:06:13.793Z,-19.9083,-177.8233,560.23,4.4,mb,,95,4.459,0.73,us,us60008c25,2020-03-08T14:28:19.040Z,"123km NE of Ndoi Island, Fiji",earthquake,14,10.8,0.102,28,reviewed,us,us
2020-03-08T12:41:08.919Z,52.4116,-172.7564,225.8,3.1,ml,,,,0.64,ak,ak02034nxn1v,2020-03-08T16:42:26.134Z,"101km ENE of Atka, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-03-08T12:18:08.540Z,40.3726667,-125.0501667,2.32,2.55,md,43,262,0.5474,0.19,nc,nc73351380,2020-03-10T04:50:03.998Z,"65km W of Petrolia, CA",earthquake,0.67,1.5,0.25,29,reviewed,nc,nc
2020-03-08T12:12:27.090Z,19.3586,-67.6251,10,3.21,md,8,217,0.985,0.26,pr,pr2020068029,2020-03-08T14:04:20.186Z,"86km NW of San Antonio, Puerto Rico",earthquake,1.58,31.61,0.35,7,reviewed,pr,pr
2020-03-08T12:00:50.570Z,17.9245,-66.8991,9,2.66,md,8,226,0.0544,0.08,pr,pr2020068030,2020-03-08T17:52:47.756Z,"5km S of Guanica, Puerto Rico",earthquake,0.75,0.46,0.07,7,reviewed,pr,pr
2020-03-08T11:19:25.970Z,17.9651,-66.8471,13,2.49,md,7,209,0.0336,0.11,pr,pr2020068026,2020-03-08T12:37:52.327Z,"4km SW of Indios, Puerto Rico",earthquake,1.09,0.33,0.19,4,reviewed,pr,pr
2020-03-08T11:16:23.536Z,33.7567,-38.6514,10,4.9,mb,,91,11.389,0.41,us,us60008c1c,2020-03-08T12:02:28.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.7,1.9,0.078,52,reviewed,us,us
2020-03-08T11:12:27.530Z,17.8269,-66.8791,12,2.65,md,7,260,0.1482,0.09,pr,pr2020068025,2020-03-08T12:38:17.151Z,"16km S of Guanica, Puerto Rico",earthquake,1.07,0.61,0.35,4,reviewed,pr,pr
2020-03-08T10:56:27.629Z,-55.1301,-35.7225,10,4.9,mb,,145,0.957,0.73,us,us60008c0q,2020-03-08T11:13:26.040Z,"107km SSE of Grytviken, South Georgia and the South Sandwich Islands",earthquake,9.7,1.9,0.104,29,reviewed,us,us
2020-03-08T10:35:00.749Z,-9.7241,159.5556,10,4.7,mb,,62,0.479,0.59,us,us60008c0l,2020-03-08T10:56:21.040Z,"53km SW of Honiara, Solomon Islands",earthquake,4.6,1.8,0.127,19,reviewed,us,us
2020-03-08T10:14:13.170Z,17.9203,-66.8825,13,2.48,md,7,227,0.0549,0.05,pr,pr2020068023,2020-03-08T10:48:46.190Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.92,0.33,0.27,4,reviewed,pr,pr
2020-03-08T09:51:11.013Z,63.1558,-150.2044,90.2,2.7,ml,,,,0.78,ak,ak02034m7gc7,2020-03-08T10:13:15.040Z,"68km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-08T09:47:07.877Z,32.398,48.8724,10,4.7,mb,,79,3.774,1.07,us,us60008c04,2020-03-09T09:12:25.987Z,"39km N of Shushtar, Iran",earthquake,7.9,1.9,0.072,59,reviewed,us,us
2020-03-08T09:46:04.019Z,-22.7256,-176.3069,126.37,4.8,mb,,93,6.654,0.89,us,us60008c0b,2020-03-08T10:22:48.040Z,"203km SSW of Vaini, Tonga",earthquake,4.9,8.1,0.118,22,reviewed,us,us
2020-03-08T08:23:56.440Z,17.9391,-66.9691,9,2.52,md,7,224,0.0968,0.08,pr,pr2020068020,2020-03-08T08:35:22.192Z,"7km WSW of Guanica, Puerto Rico",earthquake,0.67,0.57,0.58,5,reviewed,pr,pr
2020-03-08T08:02:42.680Z,17.8888,-66.9386,5,2.68,md,7,242,0.1048,0.13,pr,pr2020068018,2020-03-08T08:30:19.040Z,"14km SSW of Guanica, Puerto Rico",earthquake,1.23,0.49,0.25,6,reviewed,pr,pr
2020-03-08T07:52:47.810Z,17.9248,-66.8191,12,3.14,md,7,228,0.0784,0.06,pr,pr2020068017,2020-03-08T08:24:22.040Z,"3km S of Indios, Puerto Rico",earthquake,0.85,0.48,0.17,3,reviewed,pr,pr
2020-03-08T07:34:33.229Z,69.057,-144.4757,0,2.8,ml,,,,0.79,ak,ak02034kx0vl,2020-03-08T08:15:02.040Z,"112km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-03-08T07:25:17.600Z,17.8628,-66.893,10,2.78,md,7,249,0.1131,0.07,pr,pr2020068016,2020-03-08T07:51:19.721Z,"12km S of Guanica, Puerto Rico",earthquake,0.5,0.92,0.29,4,reviewed,pr,pr
2020-03-08T07:01:51.380Z,17.8806,-66.8026,11,2.82,md,6,245,0.1216,0.25,pr,pr2020068015,2020-03-08T07:46:43.211Z,"12km S of Indios, Puerto Rico",earthquake,1.79,1.35,0.08,3,reviewed,pr,pr
2020-03-08T06:22:22.670Z,17.8818,-66.935,9,2.54,md,7,245,0.1087,0.13,pr,pr2020068013,2020-03-08T06:49:07.595Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.76,1.17,0.02,3,reviewed,pr,pr
2020-03-08T06:16:00.270Z,38.7935,-122.8101667,3.17,2.95,md,77,37,0.00758,0.07,nc,nc73351215,2020-03-11T02:16:04.087Z,"5km WNW of The Geysers, CA",earthquake,0.13,0.18,0.197,59,reviewed,nc,nc
2020-03-08T05:40:05.050Z,38.8051667,-122.7696667,0.64,2.5,md,32,63,0.009004,0.05,nc,nc73351165,2020-03-11T01:58:02.650Z,"3km NNW of The Geysers, CA",earthquake,0.13,0.2,0.044,4,reviewed,nc,nc
2020-03-08T05:39:33.490Z,38.8025,-122.767,0.43,2.8,md,71,44,,0.06,nc,nc73351170,2020-03-11T01:40:03.287Z,"3km NNW of The Geysers, CA",earthquake,0.1,0.16,0.27,35,reviewed,nc,nc
2020-03-08T04:34:37.770Z,17.8961,-66.9383,5,2.89,md,7,239,0.0987,0.11,pr,pr2020068012,2020-03-08T04:58:21.040Z,"6km SSW of Guanica, Puerto Rico",earthquake,0.79,0.4,0.08,3,reviewed,pr,pr
2020-03-08T04:10:33.180Z,17.816,-66.8765,6,2.88,md,7,263,0.1591,0.11,pr,pr2020068011,2020-03-08T04:41:53.467Z,"17km S of Guanica, Puerto Rico",earthquake,0.71,0.39,0.31,4,reviewed,pr,pr
2020-03-08T04:02:58.960Z,17.8921,-66.9341,9,2.93,md,7,241,0.0995,0.06,pr,pr2020068010,2020-03-08T04:24:04.369Z,"9km SSW of Guanica, Puerto Rico",earthquake,0.46,0.42,0.28,3,reviewed,pr,pr
2020-03-08T03:14:08.250Z,17.8148,-66.8461,6,3.04,md,7,263,0.1637,0.07,pr,pr2020068007,2020-03-08T04:02:36.382Z,"22km SSE of Guanica, Puerto Rico",earthquake,0.67,0.31,0.15,4,reviewed,pr,pr
2020-03-08T01:59:27.251Z,-18.1929,-178.1458,584.07,4.4,mb,,142,3.645,0.91,us,us60008bvt,2020-03-08T02:52:11.040Z,"278km NNE of Ndoi Island, Fiji",earthquake,15.6,8.1,0.062,75,reviewed,us,us
2020-03-08T01:03:47.388Z,-56.1528,146.8226,10,4.5,mb,,166,18.611,0.94,us,us60008bv0,2020-03-08T01:23:58.040Z,"West of Macquarie Island",earthquake,10.2,2,0.132,17,reviewed,us,us
2020-03-08T00:33:32.000Z,36.1108333,-117.8623333,2.25,3.81,mw,43,54,0.009053,0.15,ci,ci38387018,2020-03-11T01:23:15.315Z,"11km NE of Coso Junction, CA",earthquake,0.14,0.2,,4,reviewed,ci,ci
2020-03-07T23:44:45.130Z,17.8403,-66.8785,3,2.96,md,8,255,0.1348,0.05,pr,pr2020067037,2020-03-08T00:35:51.478Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.82,0.51,0.17,4,reviewed,pr,pr
2020-03-07T23:24:25.370Z,17.8646,-66.8878,13,3.4,ml,8,248,0.1108,0.11,pr,pr2020067036,2020-03-08T23:25:53.676Z,"18km S of Guanica, Puerto Rico",earthquake,1.18,0.52,0.29,5,reviewed,pr,pr
2020-03-07T22:58:17.451Z,36.914,75.7296,10,4.5,mb,,67,3.827,1.16,us,us60008btq,2020-03-07T23:16:20.040Z,"115km NE of Barishal, Pakistan",earthquake,6,1.9,0.093,34,reviewed,us,us
2020-03-07T22:23:20.765Z,-58.6937,-25.2566,35,4.9,mb,,82,15.898,0.65,us,us60008bta,2020-03-07T22:39:13.040Z,"81km ENE of Bristol Island, South Sandwich Islands",earthquake,12.1,2,0.092,37,reviewed,us,us
2020-03-07T22:21:19.400Z,17.8246,-66.8561,2,2.7,md,8,260,0.1523,0.21,pr,pr2020067035,2020-03-08T00:36:45.952Z,"17km SSE of Guanica, Puerto Rico",earthquake,1.12,0.86,0.36,7,reviewed,pr,pr
2020-03-07T22:21:18.780Z,19.3316667,-155.1313333,6.06,2.46,ml,42,128,0.04561,0.08,hv,hv71416592,2020-03-11T22:16:00.620Z,"14km SE of Volcano, Hawaii",earthquake,0.32,0.53,0.13,24,reviewed,hv,hv
2020-03-07T21:39:17.558Z,27.8964,139.9977,376.41,4,mb,,73,2.099,0.79,us,us60008bsm,2020-03-07T22:32:08.040Z,"237km WNW of Chichi-shima, Japan",earthquake,10.7,7.7,0.077,45,reviewed,us,us
2020-03-07T21:09:03.880Z,17.8656,-66.85,8,2.57,md,8,248,0.1133,0.1,pr,pr2020067031,2020-03-08T00:38:36.480Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.72,1.39,0.42,5,reviewed,pr,pr
2020-03-07T20:58:03.608Z,32.39,-16.6994,4.71,5.2,mww,,30,0.602,0.62,us,us60008brw,2020-03-09T15:09:36.144Z,"30km SSE of Canico, Portugal",earthquake,6.7,4,0.056,31,reviewed,us,us
2020-03-07T20:30:32.364Z,15.4322,-94.4135,42.62,4.3,mb,,164,2.348,0.89,us,us60008bre,2020-03-08T00:01:40.040Z,"88km SW of Paredon, Mexico",earthquake,8.4,13.1,0.096,31,reviewed,us,us
2020-03-07T19:54:19.520Z,38.8326667,-122.818,1.85,2.49,md,18,56,0.01114,0.02,nc,nc73351005,2020-03-12T03:30:02.559Z,"8km NW of The Geysers, CA",earthquake,0.26,0.44,,1,reviewed,nc,nc
2020-03-07T18:52:56.790Z,17.9545,-66.8528,12,2.77,md,8,213,0.0335,0.16,pr,pr2020067027,2020-03-07T21:03:47.576Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,1.19,0.55,0.35,3,reviewed,pr,pr
2020-03-07T18:48:20.050Z,17.8433,-66.8721,3,2.75,md,5,255,0.132,0.2,pr,pr2020067026,2020-03-07T20:11:16.842Z,"14km SSE of Guanica, Puerto Rico",earthquake,1.65,1.15,0.13,2,reviewed,pr,pr
2020-03-07T18:36:33.820Z,17.9988,-66.8158,18,2.84,md,4,172,0.0677,0.05,pr,pr2020067025,2020-03-07T19:20:51.699Z,"0km NE of Indios, Puerto Rico",earthquake,0.97,0.88,0,1,reviewed,pr,pr
2020-03-07T17:44:35.780Z,17.8545,-66.8766,6,3.54,md,8,252,0.1206,0.06,pr,pr2020067024,2020-03-08T17:46:10.695Z,"17km S of Guanica, Puerto Rico",earthquake,0.85,0.45,0.29,5,reviewed,pr,pr
2020-03-07T17:06:33.820Z,17.8921,-66.8063,7,2.46,md,8,241,0.1105,0.13,pr,pr2020067023,2020-03-07T18:52:31.980Z,"11km S of Indios, Puerto Rico",earthquake,0.98,0.46,0.21,4,reviewed,pr,pr
2020-03-07T17:06:30.393Z,57.0404,-155.9782,35,3,ml,,,,0.59,ak,ak0203335yz1,2020-03-07T18:00:44.040Z,"132km WSW of Larsen Bay, Alaska",earthquake,,6.3,,,automatic,ak,ak
2020-03-07T16:52:57.120Z,17.8753,-66.8806,12,2.93,md,8,244,0.0998,0.07,pr,pr2020067022,2020-03-07T19:29:06.040Z,"13km S of Guanica, Puerto Rico",earthquake,0.72,0.53,0.12,5,reviewed,pr,pr
2020-03-07T16:19:15.940Z,17.7555,-66.8651,3,2.75,md,8,250,0.22,0.42,pr,pr2020067021,2020-03-07T18:06:20.040Z,"29km S of Guanica, Puerto Rico",earthquake,1.66,1.38,0.34,8,reviewed,pr,pr
2020-03-07T16:15:59.054Z,59.9118,-152.7738,91.7,3.6,ml,,,,0.66,ak,ak020332mj0u,2020-03-09T03:38:16.211Z,"50km WNW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-03-07T15:47:55.248Z,28.3043,142.4986,32.25,4.8,mb,,144,1.235,1.03,us,us60008bnl,2020-03-07T16:16:22.040Z,"138km NNE of Chichi-shima, Japan",earthquake,6.6,6.3,0.096,33,reviewed,us,us
2020-03-07T15:32:18.232Z,56.2179,-149.4105,21,2.9,ml,,251,2.339,0.85,us,us60008bp7,2020-03-07T19:32:41.040Z,"252km SE of Kodiak, Alaska",earthquake,6.3,11.8,0.062,34,reviewed,us,us
2020-03-07T14:55:54.219Z,-24.2596,-67.3665,215.01,4.7,mb,,135,1.499,0.71,us,us60008bn6,2020-03-07T18:03:22.040Z,"106km W of San Antonio de los Cobres, Argentina",earthquake,9.3,14.6,0.276,4,reviewed,us,us
2020-03-07T12:51:16.870Z,36.1145,-117.8621667,2.14,3.66,mw,38,55,0.006667,0.15,ci,ci38386410,2020-03-09T15:39:24.266Z,"11km NE of Coso Junction, CA",earthquake,0.17,0.24,,4,reviewed,ci,ci
2020-03-07T12:43:08.119Z,-40.7493,-91.8705,10,5.1,mb,,223,15.129,0.79,us,us60008bmi,2020-03-07T13:07:43.040Z,"West Chile Rise",earthquake,10.1,2,0.076,57,reviewed,us,us
2020-03-07T12:36:26.197Z,59.6286,-152.3334,62.6,2.8,ml,,,,0.69,ak,ak020330d849,2020-03-07T14:36:18.040Z,"33km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-03-07T11:56:53.773Z,35.9027,140.2669,68.52,4.3,mb,,117,1.753,0.98,us,us60008c7q,2020-03-08T22:51:20.586Z,"6km SW of Edosaki, Japan",earthquake,8.1,7.5,0.097,30,reviewed,us,us
2020-03-07T11:42:46.920Z,17.8588,-66.8536,9,3.73,md,8,250,0.1191,0.06,pr,pr2020067019,2020-03-08T11:44:32.681Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.57,0.86,0.09,5,reviewed,pr,pr
2020-03-07T11:35:25.398Z,-7.3925,128.71,159.12,5.2,mww,,36,2.631,0.78,us,us60008blz,2020-03-07T11:53:06.040Z,"294km WNW of Saumlaki, Indonesia",earthquake,7.3,6.3,0.073,18,reviewed,us,us
2020-03-07T10:29:10.947Z,16.1104,-92.8557,177.15,4.5,mb,,141,0.711,0.62,us,us60008blq,2020-03-07T10:57:19.040Z,"26km NW of Angel Albino Corzo, Mexico",earthquake,11.5,8.5,0.041,177,reviewed,us,us
2020-03-07T10:28:56.269Z,-42.8436,-74.2637,25.64,4.5,mb,,185,0.516,1.06,us,us60008bll,2020-03-07T10:44:30.040Z,"45km SW of Chonchi, Chile",earthquake,4.4,5.7,0.18,9,reviewed,us,us
2020-03-07T10:26:14.690Z,19.2083,-67.5051,7,3.21,md,8,209,0.8243,0.37,pr,pr2020067018,2020-03-07T12:29:57.040Z,"80km NW of San Antonio, Puerto Rico",earthquake,2.35,31.61,0.22,4,reviewed,pr,pr
2020-03-07T08:56:59.990Z,17.9641,-66.8378,14,2.45,md,5,210,0.0428,0.18,pr,pr2020067015,2020-03-07T09:14:34.800Z,"3km SSW of Indios, Puerto Rico",earthquake,2.31,0.87,0.16,4,reviewed,pr,pr
2020-03-07T08:49:13.250Z,36.1115,-117.8641667,2.65,3.44,ml,38,55,0.009675,0.15,ci,ci38386162,2020-03-09T15:46:43.575Z,"11km NE of Coso Junction, CA",earthquake,0.14,0.24,0.141,301,reviewed,ci,ci
2020-03-07T08:20:12.231Z,38.2579,22.922,10,4.3,mb,,65,1.336,0.73,us,us60008bkl,2020-03-11T22:41:17.292Z,"5km W of Korini, Greece",earthquake,5.8,1.9,0.138,15,reviewed,us,us
2020-03-07T07:36:40.540Z,17.962,-66.7623,6,2.64,md,6,216,0.1176,0.08,pr,pr2020067012,2020-03-07T07:51:28.350Z,"6km SW of Tallaboa, Puerto Rico",earthquake,0.99,0.31,0.32,3,reviewed,pr,pr
2020-03-07T06:39:08.339Z,-17.9992,167.5514,10,4.8,mb,,64,2.559,0.81,us,us60008bjs,2020-03-07T07:00:37.040Z,"86km WSW of Port-Vila, Vanuatu",earthquake,7.8,1.9,0.092,36,reviewed,us,us
2020-03-07T06:03:09.620Z,17.9043,-66.7436,6,3.15,md,7,244,0.153,0.1,pr,pr2020067009,2020-03-08T09:25:29.040Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,0.95,0.45,0.18,4,reviewed,pr,pr
2020-03-07T05:55:11.290Z,17.866,-66.9135,9,2.98,md,6,249,0.1144,0.15,pr,pr2020067008,2020-03-07T06:19:18.542Z,"11km S of Guanica, Puerto Rico",earthquake,0.83,1.38,0.07,5,reviewed,pr,pr
2020-03-07T05:45:31.020Z,17.9255,-66.7828,9,3.03,md,7,230,0.1084,0.06,pr,pr2020067011,2020-03-07T06:53:04.533Z,"8km SSE of Indios, Puerto Rico",earthquake,1.29,0.74,0.03,3,reviewed,pr,pr
2020-03-07T05:43:45.672Z,-17.9138,167.8542,10,5.5,mww,,95,2.531,1,us,us60008bj6,2020-03-09T18:42:57.040Z,"53km WSW of Port-Vila, Vanuatu",earthquake,7.4,1.9,0.078,16,reviewed,us,us
2020-03-07T05:36:45.550Z,17.8818,-66.7411,5,2.82,md,7,251,0.1667,0.13,pr,pr2020067007,2020-03-08T10:07:38.040Z,"11km S of Tallaboa, Puerto Rico",earthquake,0.94,0.49,0.24,6,reviewed,pr,pr
2020-03-07T05:34:50.065Z,66.4006,-157.2747,16.3,2.7,ml,,,,0.77,ak,ak02032w6zn7,2020-03-08T10:06:20.040Z,"72km SSW of Kobuk, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-03-07T05:02:10.350Z,45.0178,147.8694,147.09,4.8,mb,,67,3.876,0.44,us,us60008bim,2020-03-07T06:09:53.040Z,"23km S of Kuril'sk, Russia",earthquake,9,6.8,0.023,579,reviewed,us,us
2020-03-07T04:59:27.084Z,57.3792,-154.9464,36.1,2.7,ml,,,,0.9,ak,ak02032vqour,2020-03-07T05:12:36.040Z,"56km W of Larsen Bay, Alaska",earthquake,,3.5,,,automatic,ak,ak
2020-03-07T04:37:58.736Z,-3.8787,139.3511,75.52,4.4,mb,,103,9.5,0.55,us,us60008bi9,2020-03-07T04:58:18.040Z,"194km SW of Abepura, Indonesia",earthquake,12.5,5.6,0.127,18,reviewed,us,us
2020-03-07T03:52:03.180Z,31.6893333,-114.5405,9.98,5.49,mw,13,106,0.3208,0.35,ci,ci38385946,2020-03-09T19:45:35.137Z,"71km SE of Estacion Coahuila, B.C., MX",earthquake,0.78,31.61,,6,reviewed,ci,ci
2020-03-07T03:39:21.910Z,17.8651,-66.8661,3,2.66,md,6,248,0.1108,0.09,pr,pr2020067004,2020-03-07T04:09:52.643Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.55,0.63,0.11,4,reviewed,pr,pr
